Item_No,Material_Class,Composition_Formula,Hydrogen_Weight_Percent,Heat_of_Formation_kJperMolH2,Temperature_oC,Pressure_Atmospheres_Absolute,Author_Year,Reference_Number,Comment1,Comment2,Comment3,Original_Composition_Formula
1295,AB5,LaNi5,1.8,-45.0,-140.0,70.0,"Verbetsky, 1984",1150.0,,70 atm @ -140C,,LaNi5
1296,AB5,LaNi5,1.9,-45.2,21.0,2.2,"Lakner, 1980",165.0,,,,LaNi5 (M)
1297,AB5,La1Mn0.05Al0.05Ni5.2,0.8,26.8,20.0,1.3,"Verbetsky, 1989",1529.0,,,,LaNi5.2Mn0.05Al0.05
1298,AB5,La1Mn0.1Al0.05Ni5.5,1.0,26.0,20.0,1.6,"Verbetsky, 1989",1529.0,,,,LaNi5.5Mn0.1Al0.05
1299,AB5,La1Ni5.63,1.3,-52.8,25.0,2.4,"Goodell, 1980",256.0,,,,LaNi5.63
1317,AB5,La1Mn0.33Ni6.37,0.8,23.2,20.0,2.0,"Verbetsky, 1989",1529.0,,,,LaNi6.37Mn0.33
1318,AB5,LaCo4Ni,1.0,45.0,40.0,0.15,"Colinet, 1987",569.0,,,,LaNiCo4
1321,AB5,LaPt5,0.36,-65.0,21.0,1050.0,"Takeshita, 1981",128.0,,,,LaPt5 (M)
1334,AB5,Ml1Mn0.4Al0.15Co0.85Ni3.6,1.3,-55.2,45.0,0.1,"Ma, 2002",1531.0,Ml-La-rich Mm,,,MlNi3.6Co0.85Mn0.40Al0.15
1335,AB5,Ml1Ti0.05Mn0.5Co0.75Ni3.7,1.4,-45.8,25.0,0.8,"Shu, 2001",1182.0,Ml=La-rich Mm,,sloping plateau,MlNi3.7Co.75Mn.5Ti.05
1338,AB5,Ml1Al0.4Co0.6Ni4,1.3,-120.5,22.0,0.1,"Chen, 2002",1532.0,Ml-La-rich Mm,,,MlNi4Co0.6Al0.4
1367,AB5,NdCo5,0.62,42.7,22.0,0.7,"van Mal, 1976",103.0,,,,NdCo5
1368,AB5,NdCo5,0.8,-45.3,450.0,1.5,"Gualtieri, 1978",448.0,,,,NdCo5
1369,AB5,NdCo5,0.9,-29.5,450.0,1.0,"Guidotti, 1977",105.0,,,,NdCo5
1370,AB5,NdCo5,0.77,-45.2,30.0,0.1,"Yamaguchi, 1982",179.0,,,,NdCo5 (M)
1371,AB5,NdCu5,0.66,-29.8,100.0,1.0,"Reilly, 1972",195.0,,,,NdCu5
1372,AB5,Nd1Ni4.6Sn0.4,1.0,26.4,20.0,1.4,"Takaguchi, 2000",1196.0,,,sloping plateau,NdNi4.6Sn.4
1373,AB5,Nd1Ni4.8Sn0.2,1.1,25.7,20.0,6.5,"Takaguchi, 2000",1196.0,,,,NdNi4.8Sn.2
1374,AB5,Nd1Ni4.9Sn0.1,1.2,27.9,20.0,10.0,"Takaguchi, 2000",1196.0,,,,NdNi4.9Sn.1
1375,AB5,NdNi5,0.9,27.9,20.0,16.0,"Takaguchi, 2000",1196.0,,,,NdNi5
1376,AB5,NdNi5,1.03,28.0,450.0,1.0,"Gruen, 1977",162.0,,,,NdNi5
1377,AB5,NdNi5,1.27,21.6,20.0,20.0,"Uchida, 1982",131.0,,,,NdNi5
1378,AB5,NdNi5,1.36,26.3,23.0,13.0,"Anderso, 1973",99.0,,,,NdNi5
1379,AB5,NdNi5,1.33,27.8,30.0,18.0,"Gruen, 1977",168.0,,,,NdNi5 (M)
1382,AB5,Ce0.3Pr0.8Cu5,0.43,-67.8,100.0,1.0,"Reilly, 1972",195.0,,,,Pr.8Ce.3Cu5
1383,AB5,PrCo5,0.7,34.3,100.0,13.5,"Clinton, 1975",102.0,,,,PrCo5
1384,AB5,PrCo5,0.8,-44.8,21.0,0.04,"Kuijpers, 1974",602.0,,,,PrCo5
1386,AB5,PrCo5,0.8,40.0,20.0,0.49,"Burnasheva, 1978",1517.0,,,Lower plateau,PrCo5 (M)
1387,AB5,PrCo5,1.1,-35.2,450.0,1.0,"Yamamoto, 2002",1511.0,,,,PrCo5 (M)
1388,AB5,PrCo5,1.4,-65.0,21.0,0.6,"Lakner, 1980",101.0,,,,PrCo5 (M)
1389,AB5,PrCu5,0.57,-65.4,100.0,1.0,"Reilly, 1972",195.0,,,,PrCu5
1390,AB5,Pr1Cu2.5Ni2.5,0.8,19.3,23.0,25.0,"Pourarian, 1986",254.0,(+ Cu1),,,PrNi2.5Cu2.5
1391,AB5,Pr1Fe0.5Ni4.5,1.26,20.5,23.0,6.0,"Pourarian, 1986",254.0,,,,PrNi4.5Fe.5 (M)
1392,AB5,PrNi5,1.58,30.5,23.0,8.0,"Anderso, 1973",99.0,,,,PrNi5
1393,AB5,PrNi5,1.4,26.4,20.0,20.0,"Uchida, 1982",131.0,,,,PrNi5 (M)
1394,AB5,PrNi5,1.4,29.0,20.0,10.0,"Matsumoto, 1987",568.0,,,,PrNi5 (M)
1395,AB5,RAlNi4,0.8,-45.2,24.0,1.0,"Takeshita, 1978",112.0,"(R = La, Ce, Pr, Nd, Sm, Gd, Tb, Dy, Ho, Er, Tm)",,,RNi4Al
1397,AB5,SmCo5,0.54,-22.5,21.0,2.0,"Zijlstra, 1969",148.0,,,,SmCo5
1398,AB5,SmCo5,0.64,34.9,20.0,3.2,"Kuijpers, 1971",94.0,,,,SmCo5
1399,AB5,SmCo5,0.7,30.0,25.0,5.0,"Yamaguchi, 1983",156.0,,,,SmCo5
1400,AB5,SmNi5,0.9,-45.2,23.0,30.0,"Anderso, 1973",99.0,,,,SmNi5
1401,AB5,Tb1Al0.5Ni4.5,1.1,26.9,20.0,10.0,"Sorgic, 1996",635.0,,,,TbNi4.5Al.5
1402,AB5,TbAlNi4,0.9,33.7,20.0,0.9,"Sorgic, 1996",635.0,,,,TbNi4Al
1403,AB5,ThCo5,0.6,-65.2,21.0,48.0,"van Mal, 1976",103.0,,,,ThCo5
1405,AB5,ThFe5,0.5,-78.2,700.0,1.2,"Buschow, 1975",187.0,,,,ThFe5
1406,AB5,ThAlNi4,0.5,-25.8,24.0,6.0,"Takeshita, 1977",164.0,(+ ThNi3Al2),,,ThNi4Al
1410,AB5,YbNi5,0.62,-62.4,23.0,120.0,"Anderso, 1973",99.0,,,,YbNi5
1411,AB5,YCo5,0.73,32.2,31.0,28.0,"Takeshita, 1974",101.0,,,,YCo5
1412,AB5,YCo5,0.9,28.5,0.0,10.0,"Sarynin, 1977",667.0,,,,YCo5
1414,AB5,Y1Al0.75Ni4.25,1.1,24.3,21.0,6.0,"Sorgic, 1998",812.0,,,,YNi4.25Al.75
1415,AB5,Y1Al0.5Ni4.5,1.1,22.4,20.0,20.0,"Sorgic, 1998",812.0,,,,YNi4.5Al.5
1416,AB5,YAlNi4,1.0,40.8,60.0,3.0,"Sorgic, 1998",812.0,,,,YNi4Al
1417,AB5,YMnNi4,1.2,-12.5,21.0,0.38,"Mendelsohn, 1978",115.0,,,,YNi4Mn
1418,AB5,YNi5,1.14,-20.5,23.0,12.0,"Anderso, 1973",99.0,,,,YNi5
1419,AB5,YNi5,0.91,-12.5,21.0,1000.0,"Takeshita, 1981",128.0,,,,YNi5 (M)
1422,Complex,Al1.0000Ag1.0000,2.9,-25.3,-50.0,1.0,"Mackay, 1966",754.0,[AlH4]-,,,AgAlH4
1423,Complex,Ag1.0000B1.0000,3.3,-89.5,-30.0,1.0,"Mackay, 1966",754.0,[BH4]-,,,AgBH4
1426,Complex,Ba1.0000B2.0000,4.8,-125.7,350.0,1.0,"Mackay, 1966",754.0,[BH4]-,,,Ba(BH4)2
1434,Complex,Ba1.0000Mg1.0000,2.4,-65.2,350.0,1.2,"Gingl, 1997",833.0,,,,BaMgH4
1435,Complex,Ba1.0000Re1.0000,2.7,-19.5,100.0,1.0,"Stetson, 1994",722.0,[ReH9]2-,,,BaReH9
1437,Complex,Be1.0000B2.0000,20.8,-12.5,123.0,1.0,"Sullivan, 1980",721.0,[BH4]-,,,Be(BH4)2
1439,Complex,Al2.0000Ca1.0000,7.9,-24.5,230.0,1.0,"Sullivan, 1980",721.0,[AlH4]-,,,Ca(AlH4)2
1441,Complex,Ca1.0000B2.0000,11.6,-268.5,260.0,1.0,"Sullivan, 1980",721.0,[BH4]-,,,Ca(BH4)2
1444,Complex,Mg2Co,4.5,76.0,450.0,16.0,"Reiser, 2000",1463.0,Mg2Co not stable without H,,,Mg2Co
1445,Complex,Co1.0000Mg2.0000,4.5,-256.8,280.0,1.0,"Zolliker, 1985",731.0,[CoH5]4-,,,Mg2CoH5
1446,Complex,Mg2Fe,5.5,77.2,450.0,25.0,"Reiser, 2000",1463.0,Mg2Fe not stable without H,,,Mg2Fe
1448,Complex,Mg2.0000Fe1.0000,5.5,-65.0,450.0,19.0,"Didisheim, 1984",725.0,[FeH6]4-,,,Mg2FeH6
1449,Complex,Mg2.0000Fe1.0000,5.5,-15.3,350.0,101.3,"Lindberg, 1986",742.0,[FeH6]4-,,,Mg2FeH6
1450,Complex,Mg2.0000Fe1.0000,5.5,79.2,450.0,28.0,"Reiser, 1998",1159.0,[FeH6]4-,,,Mg2FeH6
1451,Complex,Mg2.0000Fe1.0000,5.5,-45.0,350.0,4.5,"Huot, 1998",1445.0,[FeH6]4-,"Theoretical H-content, sample contained MgH2",,Mg2FeH6
1453,Complex,Mg2Ni,3.7,62.2,450.0,57.0,"Reiser, 2000",1463.0,,,,Mg2Ni
1454,Complex,Ni1.0000Mg2.0000,3.6,-157.0,280.0,1.0,"Zolliker, 1986",733.0,[NiH4]4-,,,Mg2NiH4
1457,Complex,Mg2.0000Os1.0000,2.5,-245.0,450.0,1200000.0,"Kritikos, 1990",743.0,[OsH6]4-,,,Mg2OsH6
1458,Complex,Mg2.0000Ru1.0000,2.6,-59.2,400.0,1.0,"Bonhomme, 1992",729.0,,,,Mg2RuH4
1459,Complex,Mg2.0000Ru1.0000,3.9,-31.5,350.0,320.0,"Huang, 1991",740.0,,,,Mg2RuH6
1461,Complex,Mg3.0000Re1.0000,2.7,-38.5,300.0,1.0,"Huang, 1993",724.0,[ReH6]5-,,,Mg3ReH7
1462,Complex,Mg3.0000Ru1.0000,1.7,-45.8,400.0,1.0,"Bonhomme, 1992",730.0,[Ru2H6]12-,,,Mg3RuH3
1464,Complex,Mg4.0000Ir1.0000,1.7,-45.8,400.0,1.0,"Bonhomme, 1993",739.0,,,,Mg4IrH5
1466,Complex,Co2.0000Mg6.0000,4.0,-59.8,480.0,1.0,"Cerny, 1992",732.0,[CoH4]5-,,,Mg6Co2H11
1468,Complex,Mn1.0000Al2.0000,6.9,-45.2,25.0,1.0,"Monnier, 1957",791.0,[AlH4]-,,,Mn(AlH4)2
1470,Complex,Al1.0000Na1.7000Li1.3000,3.1,-45.2,220.0,8.0,"Zaluski, 1999",1427.0,,Measured H-content,,Na1.7Li1.3AlH6
1471,Complex,Na1.8000B0.6000Al1.0000Li0.6000,3.2,-25.7,220.0,10.0,"Zaluska, 1999",1423.0,,Measured H-content,,Na1.8Li0.6B0.6AlH6
1472,Complex,Al1.0000Na2.0000Li1.0000,2.7,-42.5,211.0,13.0,"Bogdanovicâ, 1997",1422.0,,Measured H-content,Ti-catalyzed,Na2LiAlH6
1473,Complex,Al1.0000Na2.0000Li1.0000,7.0,-15.2,211.0,13.0,"Bogdanovic', 1997",719.0,,Stoichiometric H-content,Ti-catalyzed,Na2LiAlH6
1475,Complex,Na2.0000Pd1.0000,1.3,-45.2,350.0,1.2e-05,"Bronger, 1995",751.0,[PdH2]2-,,,Na2PdH2
1479,Complex,Al1.0000Na3.0000,5.3,-45.0,118.0,1.0,"Gross, 2002",1444.0,[AlH6]3-,,0-9% Ti Catalyzed,Na3AlH6
1481,Complex,Al1.0000Na3.0000,1.9,-54.2,170.0,9.0,"Bogdanovicâ, 2000",1431.0,[AlH6]3-,Measured H-content,Ti-doped,Na3AlH6
1482,Complex,Al1.0000Na3.0000,2.2,-48.5,150.0,3.0,"Zaluska, 2000",1430.0,[AlH6]3-,Measured H-content,Ball milled with C,Na3AlH6
1483,Complex,Al1.0000Na3.0000,2.7,-125.4,180.0,15.0,"Bogdanovicâ, 1997",1422.0,[AlH6]3-,Measured H-content,Ti-catalyzed,Na3AlH6
1484,Complex,Al1.0000Na3.0000,2.8,-78.5,220.0,30.0,"Zaluski, 1999",1427.0,[AlH6]3-,Measured H-content,,Na3AlH6
1485,Complex,Al1.0000Na3.0000,3.1,-35.2,220.0,30.0,"Zaluska, 1999",1423.0,[AlH6]3-,Measured H-content,,Na3AlH6
1486,Complex,Al1.0000Na3.0000,5.9,-77.5,211.0,33.0,"Bogdanovic', 1997",719.0,[AlH6]3-,Stoichiometric H-content,Ti-catalyzed,Na3AlH6
1487,Complex,Al1.0000Na3.0000,5.9,64.0,210.0,21.4,"Dymova, 1975",720.0,[AlH6]3-,Stoichiometric H-content,,Na3AlH6
1488,Complex,Al1.0000Na3.0000,5.9,50.8,150.0,3.5,"Tolle, 1998",1160.0,[AlH6]3-,Stoichiometric H-content,Ti-catalyzed,Na3AlH6
1489,Complex,Al1.0000Na3.0000,5.9,-180.0,450.0,101.3,"Ronnebro, 2000",1448.0,[AlH6]3-,Stoichiometric H-content,,Na3AlH6
1491,Complex,Na3.0000Os1.0000,2.6,-63.2,1500.0,101.3,"Bronger, 2002",1455.0,,,,Na3OsH7
1495,Complex,Al1.0000Na1.0000,2.1,-45.0,33.0,1.0,"Gross, 2002",1444.0,[AlH4]-,Measured H-contents,0-9% Ti Catalyzed,NaAlH4
1500,Complex,Al1.0000Na1.0000,3.0,-44.5,150.0,1.2,"Zidan, 1999",1426.0,[AlH4]-,Measured H-contents,Ti- and Zr-doped,NaAlH4
1502,Complex,Al1.0000Na1.0000,4.2,-45.6,180.0,135.0,"Bogdanovicâ, 1997",1422.0,[AlH4]-,Measured H-contents,Various dopants,NaAlH4
1503,Complex,Al1.0000Na1.0000,4.5,-44.2,150.0,55.0,"Zaluska, 2000",1430.0,[AlH4]-,Measured H-content,Ball milled with C,NaAlH4
1504,Complex,Al1.0000Na1.0000,4.7,37.0,150.0,61.0,"Bogdanovicâ, 2000",1431.0,[AlH4]-,Measured H-content,Ti-doped,NaAlH4
1506,Complex,Al1.0000Na1.0000,4.9,-72.5,220.0,101.3,"Zaluski, 1999",1427.0,[AlH4]-,"Measured H-content, heated to 220C",,NaAlH4
1508,Complex,Al1.0000Na1.0000,7.5,-45.0,180.0,135.0,"Bogdanovic', 1997",719.0,[AlH4]-,Stoichiometric H-content,Ti-catalyzed,NaAlH4
1509,Complex,Al1.0000Na1.0000,7.5,12.8,210.0,153.0,"Dymova, 1975",720.0,[AlH4]-,Stoichiometric H-content,,NaAlH4
1511,Complex,Al1.0000Na1.0000,7.5,-6.8,230.0,1.0,"Finholt, 1955",788.0,[AlH4]-,Stoichiometric H-content,,NaAlH4
1515,Complex,Na1.0000B1.0000,10.7,-14.8,150.0,1.0,"Abrahams, 1954",804.0,[BH4]-,,,NaBH4
1516,Complex,Na1.0000B1.0000,10.7,-135.2,400.0,1.0,"Schleshinger, 1953",805.0,[BH4]-,,,NaBH4
1519,Complex,R0+1.0000B3.0000,5.5,-35.6,200.0,1.0,"Zange, 1960",798.0,[BH4]-,"R = Y, Sm, Eu,Gd,Tb, Dy, Ho, Er, Tm, Yb, Eu)",,R(BH4)3
1522,Complex,Pt1.0000Rb2.0000,1.1,-15.2,250.0,0.0,"Bronger, 1988",760.0,[PtH4]2-,,,Rb2PtH4
1523,Complex,Pt1.0000Rb2.0000,1.6,-45.0,350.0,101.3,"Bronger, 1995",762.0,[PtH6]2-,,,Rb2PtH6
1524,Complex,Rb2.0000Zn1.0000,1.7,-45.3,360.0,1.0,"Bortz, 1997",831.0,,,,Rb2ZnH4
1529,Complex,Rb3.0000Zn1.0000,1.5,-45.2,360.0,1.0,"Bortz, 1997",741.0,[ZnH4]2-,,,Rb3ZnH5
1531,Complex,Rb1.0000Mg1.0000,2.7,-56.4,300.0,1.2,"Gingl, 1999",1446.0,,,,RbMgH3
1532,Complex,Al4.0000Sn1.0000,6.6,-46.2,-40.0,1.0,"Mackay, 1966",754.0,[AlH4]-,,,Sn(AlH4)4
1533,Complex,B2.0000Sn1.0000,5.4,-56.3,-65.0,1.0,"Amberger, 1963",795.0,[BH4]-,,,Sn(BH4)2
1534,Complex,Sr1.0000B2.0000,6.9,-45.3,350.0,1.0,"Mackay, 1966",754.0,[BH4]-,,,Sr(BH4)2
1536,Complex,Sr2.0000Fe1.0000,2.6,-110.4,345.0,1.5,"Huang, 1991",740.0,[FeH6]4-,,,Sr2FeH6
1538,Complex,Sr2.0000Ir1.0000,1.4,-45.3,335.0,1.0,"Moyer, 1971",776.0,,,,Sr2IrH5
1539,Complex,Sr2.0000Mg3.0000,3.9,-45.2,450.0,1.0,"Gingl, 1994",750.0,,,,Sr2Mg3H10
1543,Complex,Sr2.0000Rh1.0000,1.8,-45.8,450.0,1013.0,"Bronger, 1994",772.0,,,,Sr2RhH5
1544,Complex,Sr2.0000Rh1.0000,1.8,-45.3,325.0,1.0,"Moyer, 1971",776.0,,,,Sr2RhH5
1545,Complex,Ru1.0000Sr2.0000,2.1,-92.5,450.0,1.0,"Moyer, 1971",776.0,,,,Sr2RuH6
1551,Complex,Al2.0000Sr1.0000,1.4,-45.2,350.0,1.0,"Gingl, 2000",1449.0,,,,SrAl2H2
1552,Complex,Sr1.0000Mg2.0000Fe1.0000,4.0,-45.3,440.0,1.0,"Huang, 1992",727.0,[FeH6]4-,,,SrMg2FeH8
1554,Complex,Th1.0000B4.0000,5.5,-162.0,204.0,1.0,"Hoekstra, 1949",800.0,[BH4]-,,,Th(BH4)4
1555,Complex,Al4.0000Ti1.0000,9.4,-225.0,-85.0,1.0,"Mackay, 1966",754.0,[AlH4]-,,,Ti(AlH4)4
1556,Complex,Ti1.0000B3.0000,13.1,-72.5,350.0,101.3,"Hoekstra, 1949",800.0,[BH4]-,,,Ti(BH4)3
1557,Complex,Al3.0000Tl1.0000,4.1,-124.5,25.0,1.0,"Mackay, 1966",754.0,[AlH4]-,,,Tl(AlH4)3
1558,Complex,Tl1.0000B1.0000,1.8,-15.2,350.0,0.0,"Waddington, 1958",797.0,[BH4]-,,,TlBH4
1559,Complex,U1.0000B4.0000,5.4,-56.3,100.0,1.0,"Sullivan, 1980",721.0,[BH4]-,,,U(BH4)4
1560,Complex,U1.0000B4.0000,5.4,-245.0,150.0,1.0,"Schleshinger, 1953",807.0,[BH4]-,,,U(BH4)4
1561,Complex,Yb2.0000Ru1.0000,1.3,-83.4,350.0,0.0,"Lindsay, 1976",779.0,,,,Yb2RuH6
1562,Complex,Yb4.0000Mg4.0000Fe3.0000,2.3,137.0,458.0,4.0,"Huang, 1993",738.0,[FeH6]4-,,,Yb4Mg4Fe3H22
1563,Complex,Zn1.0000B2.0000,8.5,-45.2,50.0,1.0,"Sullivan, 1980",721.0,[BH4]-,,,Zn(BH4)2
1564,Complex,Zn1.0000B2.0000,8.5,-95.2,120.0,1.0,"Mackay, 1966",754.0,[BH4]-,,,Zn(BH4)2
1565,Complex,Zr1.0000Al4.0000,7.5,-84.0,25.0,1.0,"Reid, 1957",793.0,[AlH4]-,,,Zr(AlH4)4
1566,Complex,Zr1.0000B4.0000,10.7,-120.0,350.0,0.0,"Sullivan, 1980",721.0,,,,Zr(BH4)4
1571,Complex,Ca2.0000Rh1.0000,2.7,-15.2,360.0,1.0,"Moyer, 1971",776.0,,,,Ca2RhH5
1576,Complex,Ca4.0000Mg4.0000Fe3.0000,5.0,-45.2,395.0,1.0,"Huang, 1992",726.0,[FeH6]4-,,,Ca4Mg4Fe3H22
1577,Complex,Ca4.0000Mg4.0000Fe3.0000,5.0,122.0,441.0,4.0,"Huang, 1993",738.0,[FeH6]4-,,,Ca4Mg4Fe3H22
1579,Complex,Ni1.0000Ca1.0000Mg1.0000,3.2,-45.3,405.0,1.0,"Huang, 1992",734.0,[NiH4]4-,,,CaMgNiH4
1581,Complex,B2.0000Cd1.0000,5.7,-87.2,80.0,1.0,"Mackay, 1966",754.0,[BH4]-,,,Cd(BH4)2
1582,Complex,Al3.0000Ce1.0000,5.2,-45.0,25.0,1.0,"Mackay, 1966",754.0,[AlH4]-,,,Ce(AlH4)3
1584,Complex,Cs2.0000Mg1.0000,1.4,-89.5,450.0,0.0,"Bertheville, 2002",1453.0,,,,Cs2MgH4
1585,Complex,Cs2.0000Pd1.0000,1.1,-15.0,250.0,0.0,"Bronger, 1992",768.0,[PdH4]2-,,,Cs2PdH4
1588,Complex,Cs2.0000Zn1.0000,1.2,-125.4,360.0,1.0,"Bortz, 1997",831.0,,,,Cs2ZnH4
1589,Complex,Cs3.0000Mn1.0000,1.1,-23.5,25.0,1.0,"Bronger, 1997",834.0,,,,Cs3MnH5
1590,Complex,Cs3.0000Os1.0000,1.5,-42.5,400.0,15.0,"Bronger, 2002",1455.0,,,,Cs3OsH9
1591,Complex,Cs3.0000Pd1.0000,1.0,-149.2,250.0,1.0,"Bronger, 1992",767.0,[PdH4]2-,,,Cs3PdH5
1593,Complex,Cs3.0000Zn1.0000,1.1,-40.5,355.0,1.0,"Bortz, 1997",741.0,[ZnH4]2-,,,Cs3ZnH5
1598,Complex,Cs1.0000Mg1.0000,1.9,-25.4,300.0,0.0,"Bertheville, 2002",1453.0,,,,CsMgH3
1599,Complex,Cu1.0000Al1.0000,4.3,-45.2,-70.0,1.0,"Mackay, 1966",754.0,[AlH4]-,,,CuAlH4
1600,Complex,Cu1.0000B1.0000,5.1,-45.2,-12.0,1.0,"Klingen, 1964",801.0,[BH4]-,,,CuBH4
1604,Complex,Eu2.0000Mg1.0000,1.8,-73.5,350.0,1200.0,"Kohlmann, 2001",1451.0,,,,Eu2MgH6
1605,Complex,Eu2.0000Ru1.0000,1.5,-223.5,900.0,1.0,"Thompson, 1975",777.0,,,,Eu2RuH6
1607,Complex,Eu6.0000Mg7.0000,2.4,-25.4,400.0,10000.0,"Kohlmann, 2001",1451.0,,,,Eu6Mg7H26
1608,Complex,Al2.0000Fe1.0000,6.8,-134.2,25.0,1.0,"Schaeffer, 1956",792.0,[AlH4]-,,,Fe(AlH4)2
1609,Complex,B2.0000Fe1.0000,9.4,-45.2,-10.0,1.0,"Schaeffer, 1956",792.0,[BH4]-,,,Fe(BH4)2
1610,Complex,Ga1.0000Al3.0000,7.4,-15.8,35.0,1.0,"Mackay, 1966",754.0,[AlH4]-,,,Ga(AlH4)3
1612,Complex,Al3.0000In1.0000,5.8,-35.2,-40.0,1.0,"Mackay, 1966",754.0,[AlH4]-,,,In(AlH4)3
1613,Complex,Mg1.0000K2.0000,3.8,-75.0,300.0,101.3,"Bertheville, 2001",1452.0,,,,K2MgH4
1617,Complex,Zn1.0000K2.0000,2.7,-28.5,310.0,1.0,"Bortz, 1994",736.0,[ZnH4]2-,,,K2ZnH4
1622,Complex,Zn1.0000K3.0000,2.7,-45.2,360.0,1.0,"Bortz, 1994",737.0,[ZnH4]2-,,,K3ZnH5
1627,Complex,K1.0000B1.0000,7.5,-65.2,190.0,1.0,"Schleshinger, 1953",805.0,[BH4]-,,,KBH4
1628,Complex,Na1.0000K1.0000Re1.0000,3.5,-97.5,100.0,1.0,"Stetson, 1995",723.0,[ReH9]2-,,,KNaReH9
1629,Complex,Al1.0000Na1.2000Li1.8000,3.3,-27.5,220.0,3.0,"Zaluska, 1999",1423.0,,Measured H-content,,Li1.8Na1.2AlH6
1630,Complex,Be1.0000Li2.0000,6.0,-45.3,300.0,2.0,"Zaluska, 2000",1450.0,,Measured H-content,,Li2BeH4
1633,Complex,Be2.0000Li3.0000,8.1,40.0,300.0,2.0,"Zaluska, 2000",1450.0,,Measured H-content,,Li3Be2H5
1634,Complex,Be2.0000Li3.0000,8.1,-24.5,250.0,1.0,"Zaluska, 2001",1434.0,,Measured H-content,,Li3Be2H7
1638,Complex,Os1.0000Li4.0000,2.7,-325.0,25.0,1.0,"Kritikos, 1991",744.0,[OsH6]4-,,,Li4OsH6
1640,Complex,Al1.0000Li1.0000,7.0,-54.2,200.0,1.2,"Zaluski, 1999",1427.0,[AlH4]-,"Measured H-content, heated to 200C",,LiAlH4
1641,Complex,Al1.0000Li1.0000,10.6,-15.3,190.0,1.0,"Sullivan, 1980",721.0,[AlH4]-,,,LiAlH4
1642,Complex,Al1.0000Li1.0000,10.6,61.0,200.0,1.0,"Block, 1965",783.0,[AlH4]-,,,LiAlH4
1645,Complex,Be1.0000Li1.0000,5.1,-3.45,300.0,2.0,"Zaluska, 2000",1450.0,,Measured H-content,,LiBeH3
1647,Complex,B1.0000Li1.0000,18.5,69.0,25.0,1.2,"Smith, 1963",784.0,[BH4]-,,,LiBH4
1649,Complex,Mg2.0000Ru1.0000Li1.0000,4.3,-53.7,400.0,1.0,"Huang, 1994",728.0,[RuH6]4-,,,LiMg2RuH7
1650,Complex,Sr2.0000Pd1.0000Li1.0000,1.7,-55.2,400.0,1.0,"Yoshida, 1993",735.0,[PdH3]3-,,,LiSr2PdH5
1651,Complex,Al2.0000Mg1.0000,9.3,-28.5,140.0,1.0,"Sullivan, 1980",721.0,[AlH4]-,,,Mg(AlH4)2
1652,Complex,Al2.0000Mg1.0000,9.3,-123.5,140.0,1.0,"Mackay, 1966",754.0,[AlH4]-,,,Mg(AlH4)2
1654,Complex,Mg1.0000B2.0000,14.9,-56.8,320.0,1.0,"Sullivan, 1980",721.0,[BH4]-,,,Mg(BH4)2
1655,Complex,Mg1.0000B2.0000,14.9,-26.4,140.0,1.0,"Wiberg, 1952",787.0,[BH4]-,,,Mg(BH4)2
1656,Mg,Mg51Zn20,3.6,80.9,330.0,8.0,"Bruzzone, 1983",431.0,,,,Mg51Zn20
1658,Mg,Mg5Al4,5.4,-2.8,326.0,7.0,"Reilly, 1976",490.0,,,,Mg5Al4
1684,Mg,Mg6Pd,0.9,80.3,160.0,0.014,"Kume, 1987",576.0,,,,Mg6Pd
1687,Mg,Mg7Zn3,2.5,-22.5,315.0,2.5,"Akiba, 1991",709.0,,,,Mg7Zn3
1688,Mg,CeMg9,4.0,-62.4,349.0,5.0,"Reilly, 1974",491.0,,,,Mg9Ce
1690,Mg,MgAl,3.0,-15.2,352.0,23.0,"Reilly, 1974",491.0,(Beta + Gamma phases),,,MgAl
1691,Mg,Mg1Mn0.19Al0.89,5.0,-37.2,350.0,9.0,"Reilly, 1976",490.0,,,,MgAl.89Mn.19
1697,Mg,Mg1Zr0.21Cu0.3,2.7,-45.8,350.0,12000.0,"Reilly, 1974",491.0,,,,MgCu.3Zr.21
1699,Mg,LaMg,2.6,-36.5,290.0,0.8,"Semenenko, 1981",1498.0,,,,MgLa
1700,Mg,Mg1Mn0.35Ni0.35,3.3,-24.5,349.0,6.5,"Reilly, 1976",490.0,,,,MgMn.35Ni.35 (M)
1701,Mg,MgNi,1.6,-10.5,140.0,0.7,"Han, 1999",1470.0,Amorphous,,Sloping plateau,MgNi
1702,Mg,MgNi,1.75,-45.2,140.0,3.0,"Jiang, 2000",1464.0,Amorphous,,Sloping plateau,MgNi
1703,Mg,MgNi,2.0,40.0,25.0,0.004,"Ikeda, 1998",1466.0,Amorphous,,,MgNi
1704,Mg,Mg1Mn0.5Ni0.5,3.5,-25.3,350.0,1.5,"Reilly, 1974",491.0,,,,MgNi.5Mn.5
1707,Mg,Mg1Co0.03Ni0.86,2.1,-7.5,300.0,0.8,"Tsushio, 1998",1467.0,Amorphous,,,MgNi0.86Co0.03
1710,Mg,Mg1Mn0.03Ni0.86,2.1,-7.8,300.0,1.0,"Tsushio, 1998",1467.0,Amorphous,,,MgNi0.86Mn0.03
1711,Mg,Mg1Co0.2Ni0.8,2.0,-33.5,350.0,1.0,"Ikeda, 1998",1466.0,Amorphous,,,MgNi0.8Co0.2
